StudentID,Age,City_Tier,State,10th_Percentage,12th_Percentage,Entrance_Exam_Score,Course_Name,Department,Fee_Payment_Status,Scholarship_Recipient,Extracurricular_Activity_Count,Avg_Attendance,Final_CGPA,Is_Dropout,Joining_Year
11530,19,Tier 2,Karnataka,72.11,69.61,58.83,BBA,Management,On-Time,Yes,0,57.14,7.259839080260229,0,2021
11531,21,Tier 3,Tamil Nadu,96.95,96.82,83.12,BBA,Management,On-Time,Yes,1,57.34,8.401393012931745,0,2023
11532,19,Tier 2,Uttar Pradesh,70.21,63.38,84.88,BBA,Management,Defaulted,No,0,65.95,8.75328981116575,0,2021
11533,21,Tier 3,Rajasthan,84.01,83.63,88.2,B.Tech in Electronics,Engineering,Delayed,No,5,70.24,8.616323131801243,0,2021
11534,19,Tier 1,Delhi,79.25,81.49,92.35,B.Tech in Electronics,Engineering,On-Time,Yes,0,52.05,9.305895658559784,1,2021
11535,22,Tier 1,Gujarat,78.44,80.13,68.71,B.Tech in Mechanical,Engineering,Defaulted,No,4,50.83,8.1153812620755,1,2023
11536,19,Tier 2,Andhra Pradesh,56.1,50.0,79.94,B.Sc in Physics,Science,On-Time,Yes,2,62.11,8.87469848558854,1,2023
11537,21,Tier 2,Rajasthan,71.22,71.59,73.16,BBA,Management,On-Time,No,1,62.31,8.607039784569928,1,2024
11538,21,Tier 2,Karnataka,71.35,65.09,48.63,B.Tech in Mechanical,Engineering,On-Time,Yes,1,56.06,7.1873926655091696,0,2022
11539,19,Tier 3,Uttar Pradesh,65.81,57.64,65.39,BBA,Management,Delayed,No,4,60.97,8.01740662999519,1,2024
11540,20,Tier 3,Uttar Pradesh,93.45,94.63,41.12,B.Tech in Mechanical,Engineering,Defaulted,Yes,5,55.95,7.117419851656746,1,2024
11541,18,Tier 1,Andhra Pradesh,78.41,81.59,74.18,B.Tech in Mechanical,Engineering,Delayed,Yes,1,56.12,7.761211653411617,0,2022
11542,18,Tier 2,Delhi,64.25,61.73,61.66,B.Tech in Computer Science,Engineering,On-Time,Yes,1,49.01,7.591697901867682,1,2022
11543,18,Tier 1,Karnataka,60.25,56.33,65.16,B.Tech in Mechanical,Engineering,On-Time,Yes,5,54.74,7.69119904928607,0,2023
11544,22,Tier 2,Delhi,71.18,71.04,96.61,B.Tech in Mechanical,Engineering,On-Time,Yes,0,62.49,9.361981342890338,1,2023
11545,18,Tier 2,Andhra Pradesh,55.46,53.22,71.45,B.Tech in Mechanical,Engineering,On-Time,Yes,1,57.65,8.72154715029761,0,2024
11546,18,Tier 3,Rajasthan,84.29,88.91,90.81,B.Sc in Physics,Science,On-Time,No,3,50.9,8.335902507445702,0,2024
11547,22,Tier 3,West Bengal,67.48,64.54,93.42,B.Tech in Mechanical,Engineering,On-Time,Yes,1,60.21,8.5172425235255,0,2023
11548,20,Tier 2,Delhi,63.12,62.17,55.14,B.Tech in Mechanical,Engineering,On-Time,Yes,0,53.46,6.463636154034549,0,2021
11549,22,Tier 2,Andhra Pradesh,88.51,92.6,60.22,BBA,Management,Delayed,Yes,0,52.72,7.288920029213872,1,2021
11550,21,Tier 3,Uttar Pradesh,67.65,72.04,95.09,B.Tech in Mechanical,Engineering,On-Time,Yes,1,50.76,9.412593919659829,0,2022
11551,18,Tier 1,West Bengal,58.87,61.51,88.76,B.Tech in Electronics,Engineering,Delayed,No,0,51.47,8.674743894797645,0,2024
11552,18,Tier 1,Gujarat,83.74,84.67,60.75,BBA,Management,On-Time,Yes,1,60.47,7.496843983955594,0,2021
11553,22,Tier 1,Andhra Pradesh,79.83,71.12,45.89,B.Tech in Electronics,Engineering,On-Time,Yes,3,57.85,6.485694289837046,0,2021
11554,21,Tier 2,Uttar Pradesh,58.23,50.0,91.33,BBA,Management,Delayed,Yes,0,67.74,8.763467201290752,0,2023
11555,22,Tier 3,West Bengal,80.29,74.94,71.39,B.Com,Commerce,On-Time,Yes,1,59.85,8.149768987722446,0,2023
11556,20,Tier 3,Maharashtra,65.44,62.89,79.29,B.Tech in Mechanical,Engineering,Delayed,Yes,4,60.16,8.149344376138442,1,2022
11557,21,Tier 2,Gujarat,62.14,52.57,67.93,B.Tech in Electronics,Engineering,On-Time,Yes,0,67.16,8.100192937866687,0,2021
11558,20,Tier 3,Rajasthan,63.44,55.21,98.11,B.Tech in Mechanical,Engineering,Delayed,No,1,65.93,8.889221850871978,0,2021
11559,20,Tier 1,Uttar Pradesh,58.61,62.03,60.03,B.Com,Commerce,Delayed,Yes,1,50.18,8.183726479091405,0,2022
11560,22,Tier 1,Delhi,97.08,95.96,84.39,B.Sc in Physics,Science,Delayed,No,5,64.44,8.432632559650004,0,2021
11561,22,Tier 2,Delhi,65.31,70.28,67.42,B.Tech in Computer Science,Engineering,On-Time,No,5,56.0,7.5979495115830655,0,2021
11562,19,Tier 1,Delhi,86.14,89.76,54.81,B.Tech in Electronics,Engineering,On-Time,No,0,57.88,7.74,1,2022
11563,21,Tier 3,Telangana,72.77,66.52,93.87,B.Com,Commerce,On-Time,Yes,0,59.57,9.105701703647023,0,2024
11564,18,Tier 2,Karnataka,55.1,50.0,51.27,BBA,Management,On-Time,Yes,0,60.43,6.878143436198066,1,2021
11565,21,Tier 2,Delhi,87.14,82.88,57.43,B.Tech in Electronics,Engineering,Delayed,Yes,2,52.0,6.782001890366845,0,2022
11566,21,Tier 3,Maharashtra,75.45,67.82,50.01,B.Sc in Physics,Science,On-Time,No,1,56.69,7.532959579226253,0,2021
11567,21,Tier 3,Telangana,62.33,63.89,60.06,BBA,Management,Delayed,Yes,2,59.99,6.872784388120447,0,2022
11568,18,Tier 1,Uttar Pradesh,79.5,69.87,60.12,BBA,Management,Defaulted,Yes,3,59.64,8.159449933912118,1,2023
11569,18,Tier 1,Karnataka,57.45,54.94,47.64,B.Tech in Mechanical,Engineering,On-Time,No,2,57.31,6.165718791248684,0,2022
11570,19,Tier 1,West Bengal,89.45,84.84,67.77,BBA,Management,Delayed,No,5,60.72,8.551649534206813,1,2023
11571,20,Tier 1,Delhi,62.33,62.37,88.25,B.Com,Commerce,On-Time,No,2,64.76,9.39462098515114,0,2024
11572,19,Tier 3,Tamil Nadu,72.09,73.27,91.53,B.Com,Commerce,On-Time,No,3,60.39,9.144887812018837,1,2021
11573,19,Tier 2,Andhra Pradesh,57.98,50.0,79.87,B.Com,Commerce,On-Time,No,3,54.55,7.408378889621038,0,2024
11574,18,Tier 3,Delhi,80.75,77.87,51.14,B.Tech in Mechanical,Engineering,Delayed,Yes,1,59.85,7.198771616280896,0,2022
11575,19,Tier 1,Tamil Nadu,76.7,76.09,56.6,B.Com,Commerce,On-Time,Yes,0,52.16,7.160312174641914,1,2021
11576,19,Tier 2,Rajasthan,86.17,80.32,64.38,BBA,Management,On-Time,No,1,65.28,6.792001274666126,0,2024
11577,20,Tier 1,Delhi,93.77,96.67,76.83,B.Com,Commerce,Defaulted,No,2,63.74,8.84,1,2023
11578,21,Tier 1,Maharashtra,71.19,75.93,48.18,BBA,Management,On-Time,Yes,5,55.72,6.644841960274371,0,2024
11579,20,Tier 2,Karnataka,84.98,77.45,74.16,B.Tech in Mechanical,Engineering,On-Time,Yes,1,49.65,8.642757478403947,0,2021
11580,20,Tier 1,Andhra Pradesh,78.09,75.13,85.22,B.Com,Commerce,On-Time,No,3,69.94,9.061004107699668,0,2023
11581,20,Tier 2,Uttar Pradesh,65.81,65.99,54.06,B.Com,Commerce,On-Time,No,3,59.11,7.200386767422051,1,2021
11582,20,Tier 1,Maharashtra,93.41,93.89,66.63,B.Tech in Computer Science,Engineering,On-Time,No,5,56.02,7.390463773414195,0,2024
11583,18,Tier 1,Gujarat,66.6,58.84,42.53,B.Tech in Mechanical,Engineering,On-Time,Yes,5,52.85,5.849648057024255,0,2024
11584,22,Tier 1,Tamil Nadu,87.69,81.37,68.9,B.Com,Commerce,On-Time,No,3,59.24,6.700493141655239,0,2021
11585,22,Tier 2,Telangana,97.16,93.67,64.81,B.Sc in Physics,Science,On-Time,No,0,61.43,6.609227458657813,0,2024
11586,22,Tier 2,Karnataka,71.98,70.92,75.01,B.Tech in Computer Science,Engineering,Delayed,No,5,66.03,8.698867362710207,1,2024
11587,18,Tier 2,Telangana,94.98,99.0,49.56,B.Sc in Physics,Science,On-Time,Yes,0,50.59,6.784560982910829,0,2023
11588,21,Tier 1,Rajasthan,96.84,90.54,45.34,B.Com,Commerce,On-Time,Yes,5,62.1,6.770980865824726,0,2024
11589,20,Tier 2,Gujarat,71.07,66.76,57.07,B.Com,Commerce,On-Time,No,2,48.02,7.541758522334364,0,2021
11590,21,Tier 3,Tamil Nadu,89.13,92.22,82.75,B.Tech in Electronics,Engineering,On-Time,No,1,63.18,8.534212245794192,0,2021
11591,18,Tier 2,Andhra Pradesh,63.59,58.85,79.21,B.Tech in Computer Science,Engineering,Defaulted,No,3,60.15,8.52572108685302,1,2021
11592,22,Tier 3,Delhi,65.59,64.38,90.09,B.Com,Commerce,On-Time,Yes,5,53.67,9.113936176376596,0,2022
11593,18,Tier 1,Tamil Nadu,85.55,79.46,47.44,B.Sc in Physics,Science,Delayed,Yes,5,56.41,7.173003618366431,1,2024
11594,20,Tier 2,Karnataka,91.52,87.18,86.93,B.Com,Commerce,On-Time,Yes,1,60.3,8.873828201988868,1,2023
11595,18,Tier 2,Rajasthan,73.94,66.35,48.12,B.Tech in Mechanical,Engineering,On-Time,No,4,66.74,7.197893216572389,0,2023
11596,20,Tier 3,Tamil Nadu,91.66,84.44,83.68,B.Tech in Electronics,Engineering,On-Time,Yes,5,60.77,9.297928089484843,0,2024
11597,20,Tier 2,Telangana,85.97,79.8,70.42,B.Tech in Mechanical,Engineering,On-Time,Yes,3,65.93,8.14570535891003,0,2024
11598,21,Tier 3,Delhi,88.33,83.26,64.18,B.Sc in Physics,Science,On-Time,No,3,62.18,7.489172483418343,1,2023
11599,21,Tier 2,Tamil Nadu,62.05,66.79,78.17,B.Tech in Mechanical,Engineering,On-Time,Yes,4,52.22,8.55033584010384,1,2022
11600,21,Tier 1,Gujarat,68.66,67.79,66.58,B.Com,Commerce,Delayed,No,4,59.14,7.475743267244981,0,2024
11601,18,Tier 1,Maharashtra,69.21,59.49,48.06,B.Com,Commerce,On-Time,Yes,2,57.46,6.165970127533322,1,2022
11602,21,Tier 1,Maharashtra,56.1,50.0,79.62,B.Tech in Computer Science,Engineering,On-Time,Yes,4,59.09,8.270794591125547,1,2021
11603,20,Tier 1,Delhi,59.61,56.64,95.83,BBA,Management,Defaulted,Yes,1,53.8,9.297362544720354,1,2021
11604,22,Tier 3,Uttar Pradesh,55.62,56.21,79.05,B.Tech in Electronics,Engineering,On-Time,No,0,59.1,8.42476130561757,1,2022
11605,19,Tier 3,Andhra Pradesh,95.33,86.89,89.41,B.Tech in Mechanical,Engineering,On-Time,Yes,1,57.81,9.255999425230966,1,2023
11606,19,Tier 3,Telangana,90.21,84.63,50.64,BBA,Management,On-Time,No,3,49.95,6.312984245146947,0,2022
11607,21,Tier 1,Gujarat,80.5,70.69,86.15,B.Sc in Physics,Science,On-Time,Yes,1,59.27,8.956202812531414,1,2024
11608,18,Tier 2,Rajasthan,76.02,73.79,75.08,B.Sc in Physics,Science,On-Time,No,2,57.4,7.913193139447063,0,2022
11609,19,Tier 2,Gujarat,87.92,87.59,82.43,B.Tech in Electronics,Engineering,On-Time,Yes,0,63.37,8.886745831554293,1,2024
11610,21,Tier 1,Gujarat,88.86,85.71,60.31,B.Tech in Electronics,Engineering,Defaulted,Yes,2,58.06,7.458224428921096,1,2022
11611,20,Tier 1,Maharashtra,87.65,87.85,96.23,B.Tech in Computer Science,Engineering,Delayed,No,0,61.16,9.574737930207204,0,2021
11612,20,Tier 2,Delhi,92.13,84.02,82.63,B.Com,Commerce,On-Time,No,1,62.71,9.089602966280175,0,2023
11613,22,Tier 3,Rajasthan,95.23,85.85,54.81,BBA,Management,On-Time,Yes,0,61.02,6.5114098886740255,0,2023
11614,22,Tier 1,Karnataka,86.13,76.86,45.33,B.Sc in Physics,Science,Defaulted,No,2,65.62,7.0208599782814725,1,2023
11615,20,Tier 1,Uttar Pradesh,91.26,87.07,58.78,B.Com,Commerce,On-Time,Yes,2,52.74,6.910634404633441,0,2021
11616,21,Tier 3,Telangana,95.9,95.5,45.92,B.Com,Commerce,On-Time,No,3,52.46,6.375525490000636,0,2024
11617,18,Tier 3,Andhra Pradesh,62.52,67.22,50.03,B.Tech in Electronics,Engineering,On-Time,No,1,54.87,6.333559543506154,0,2021
11618,21,Tier 3,Karnataka,88.09,89.56,52.24,BBA,Management,Defaulted,Yes,1,59.01,6.834184832995486,0,2021
11619,18,Tier 3,Maharashtra,95.88,99.0,64.31,BBA,Management,On-Time,No,0,57.41,7.755928266881281,0,2023
11620,18,Tier 3,Maharashtra,68.42,67.02,42.15,B.Sc in Physics,Science,On-Time,Yes,5,53.51,6.621826573424291,0,2024
11621,21,Tier 2,Karnataka,66.93,57.46,64.57,B.Sc in Physics,Science,Delayed,Yes,2,55.74,7.940490060695049,1,2024
11622,20,Tier 2,Maharashtra,58.28,62.26,94.58,B.Sc in Physics,Science,On-Time,Yes,5,60.92,9.350075483855468,1,2024
11623,18,Tier 1,Gujarat,65.95,62.33,58.69,B.Tech in Electronics,Engineering,On-Time,Yes,0,58.56,7.131799616987909,0,2021
11624,22,Tier 3,Telangana,70.23,73.57,65.99,BBA,Management,On-Time,Yes,4,56.07,7.154988359451895,0,2021
11625,20,Tier 1,Tamil Nadu,65.62,56.16,84.27,B.Tech in Electronics,Engineering,On-Time,Yes,3,57.17,9.21104323459637,1,2022
11626,20,Tier 1,Uttar Pradesh,80.63,76.75,49.11,B.Sc in Physics,Science,On-Time,Yes,2,59.61,6.571940625213777,0,2023
11627,18,Tier 3,Uttar Pradesh,76.98,74.55,46.24,B.Com,Commerce,On-Time,Yes,3,48.66,7.168380884904604,1,2022
11628,18,Tier 1,Maharashtra,85.53,85.18,71.14,B.Com,Commerce,On-Time,Yes,2,63.93,8.289371903388899,0,2022
11629,21,Tier 1,Uttar Pradesh,61.36,57.99,72.05,B.Tech in Mechanical,Engineering,On-Time,Yes,3,59.87,7.877456771282183,1,2023
11630,20,Tier 2,Gujarat,71.06,65.71,65.4,B.Com,Commerce,On-Time,No,1,47.64,6.9969459170051,0,2024
11631,22,Tier 1,Andhra Pradesh,87.5,89.2,52.34,B.Com,Commerce,On-Time,Yes,0,59.96,6.649135528708014,0,2023
11632,18,Tier 3,Uttar Pradesh,89.82,87.49,82.47,BBA,Management,On-Time,No,2,64.13,8.440849054732764,0,2024
11633,22,Tier 2,Gujarat,65.02,64.25,86.01,B.Tech in Computer Science,Engineering,On-Time,No,2,55.76,9.449420438241052,0,2024
11634,21,Tier 3,Telangana,66.95,68.73,67.95,B.Sc in Physics,Science,On-Time,Yes,3,68.07,7.84987390055273,0,2023
11635,19,Tier 1,Uttar Pradesh,60.1,61.14,90.68,BBA,Management,Delayed,Yes,3,57.79,9.343224619931842,0,2023
11636,22,Tier 3,Telangana,91.46,88.83,93.8,B.Tech in Mechanical,Engineering,Delayed,Yes,5,55.76,9.795862836443405,1,2023
11637,19,Tier 2,Gujarat,63.74,60.8,61.74,BBA,Management,On-Time,No,2,62.86,7.258910139476961,0,2023
11638,21,Tier 1,Maharashtra,65.25,57.33,47.26,B.Sc in Physics,Science,On-Time,Yes,5,49.49,7.576405655720435,1,2021
11639,20,Tier 3,Telangana,75.87,68.53,75.35,B.Tech in Electronics,Engineering,Delayed,Yes,5,59.39,8.416606461374787,0,2021
11640,21,Tier 1,Delhi,91.1,91.26,97.46,B.Sc in Physics,Science,On-Time,Yes,2,62.65,8.893116992306247,0,2023
11641,18,Tier 2,Karnataka,71.21,64.31,42.76,B.Tech in Computer Science,Engineering,On-Time,No,3,52.54,5.515232261358733,0,2023
11642,19,Tier 1,West Bengal,72.65,65.7,57.44,B.Sc in Physics,Science,On-Time,Yes,5,55.35,6.807548627581217,0,2023
11643,20,Tier 1,Uttar Pradesh,95.88,94.94,98.06,B.Tech in Mechanical,Engineering,On-Time,No,4,62.01,8.911468033291593,0,2022
11644,18,Tier 3,Rajasthan,94.05,94.25,86.94,B.Tech in Electronics,Engineering,Delayed,No,3,52.17,8.379997303330427,0,2024
11645,21,Tier 2,Rajasthan,67.32,72.26,53.82,B.Sc in Physics,Science,On-Time,Yes,2,59.09,6.798427859659296,1,2024
11646,18,Tier 3,Tamil Nadu,56.38,56.39,53.24,B.Tech in Computer Science,Engineering,Defaulted,No,5,55.78,7.5935821389747,1,2022
11647,21,Tier 2,Maharashtra,96.45,99.0,95.83,B.Tech in Computer Science,Engineering,Defaulted,No,4,60.43,9.389685533948766,1,2024
11648,22,Tier 2,Karnataka,65.6,64.14,42.06,B.Sc in Physics,Science,On-Time,Yes,0,53.25,6.158670927461986,0,2022
11649,19,Tier 1,Gujarat,66.49,58.47,87.63,B.Tech in Electronics,Engineering,On-Time,No,2,53.65,8.166976421455747,0,2024
11650,19,Tier 1,Karnataka,60.48,55.35,55.44,BBA,Management,On-Time,No,1,46.09,7.644665892404749,0,2021
11651,21,Tier 3,Uttar Pradesh,83.64,74.88,78.23,B.Sc in Physics,Science,On-Time,Yes,4,64.46,8.91,1,2022
11652,20,Tier 1,Maharashtra,64.32,58.63,41.48,B.Tech in Computer Science,Engineering,On-Time,Yes,0,57.8,7.088752548684285,1,2022
11653,18,Tier 2,Delhi,85.17,81.64,64.66,B.Tech in Mechanical,Engineering,On-Time,Yes,3,69.34,7.695955289562737,0,2024
11654,19,Tier 2,Maharashtra,90.18,91.17,70.05,B.Com,Commerce,On-Time,No,3,61.89,8.059222494189141,0,2021
11655,18,Tier 2,Rajasthan,70.24,62.48,94.22,B.Sc in Physics,Science,On-Time,No,1,65.37,8.477027284453706,0,2022
11656,19,Tier 1,Karnataka,55.99,50.0,98.6,B.Sc in Physics,Science,On-Time,Yes,4,71.72,9.323305765625,0,2022
11657,18,Tier 3,West Bengal,63.6,64.92,92.19,B.Tech in Computer Science,Engineering,On-Time,No,4,62.41,9.509675328557952,0,2023
11658,19,Tier 2,Karnataka,83.57,79.6,87.8,BBA,Management,Defaulted,No,4,51.12,9.39,1,2021
11659,19,Tier 3,Karnataka,55.76,50.0,69.33,B.Sc in Physics,Science,Defaulted,No,5,64.97,8.2643463414234,1,2022
11660,22,Tier 1,Delhi,86.95,89.16,54.06,B.Sc in Physics,Science,On-Time,Yes,5,60.11,7.655975091985278,0,2021
11661,18,Tier 3,Delhi,92.52,93.09,72.53,B.Com,Commerce,Delayed,No,1,54.48,7.592774044861127,0,2021
11662,19,Tier 1,West Bengal,80.43,71.31,47.65,B.Tech in Electronics,Engineering,On-Time,Yes,2,48.41,7.303294168431196,0,2024
11663,22,Tier 2,Uttar Pradesh,97.8,99.0,62.33,B.Com,Commerce,On-Time,Yes,2,53.64,8.018373147373923,0,2021
11664,22,Tier 2,Telangana,74.22,72.1,91.95,B.Com,Commerce,On-Time,No,4,61.11,8.879146390584921,0,2021
11665,20,Tier 3,Rajasthan,97.45,92.78,71.0,B.Tech in Computer Science,Engineering,On-Time,Yes,0,56.26,8.000025127864234,0,2021
11666,22,Tier 3,West Bengal,73.84,75.4,77.32,B.Sc in Physics,Science,Defaulted,No,5,56.01,7.864497098605997,0,2022
11667,21,Tier 1,Telangana,85.44,82.13,77.27,B.Tech in Mechanical,Engineering,On-Time,No,0,49.89,8.261367385349907,1,2024
11668,22,Tier 3,Maharashtra,85.07,83.39,77.32,B.Sc in Physics,Science,On-Time,No,3,59.41,7.487221093195867,0,2022
11669,20,Tier 3,Karnataka,67.79,65.05,90.36,B.Tech in Electronics,Engineering,On-Time,No,3,53.85,9.083842257818192,1,2024
11670,19,Tier 3,Uttar Pradesh,88.84,91.89,87.15,B.Tech in Electronics,Engineering,On-Time,Yes,3,50.84,8.908311677059203,0,2024
11671,18,Tier 3,Telangana,56.51,50.0,98.79,BBA,Management,On-Time,No,4,69.65,9.756186369232058,0,2023
11672,19,Tier 1,Maharashtra,61.61,55.25,62.82,B.Com,Commerce,On-Time,Yes,5,53.94,7.638949174574384,0,2023
11673,22,Tier 2,Uttar Pradesh,91.17,92.15,82.84,B.Sc in Physics,Science,Defaulted,No,2,55.48,8.846964995595558,0,2022
11674,21,Tier 2,Uttar Pradesh,64.59,56.58,42.26,B.Tech in Electronics,Engineering,On-Time,No,0,47.15,7.128277221771596,0,2023
11675,21,Tier 2,Andhra Pradesh,92.42,82.94,87.78,B.Sc in Physics,Science,On-Time,No,2,56.56,8.910741774995886,0,2024
11676,19,Tier 3,Gujarat,93.13,86.65,75.15,B.Com,Commerce,On-Time,Yes,2,56.47,7.793796879964117,0,2021
11677,20,Tier 1,Andhra Pradesh,96.88,87.77,40.56,B.Sc in Physics,Science,Delayed,No,0,51.15,6.780863487461449,1,2021
11678,21,Tier 1,Gujarat,84.81,78.68,98.46,B.Com,Commerce,On-Time,No,1,62.04,9.478084287444382,0,2024
11679,22,Tier 3,West Bengal,76.08,80.69,98.31,BBA,Management,On-Time,Yes,2,55.42,9.227580412417542,1,2021
11680,21,Tier 2,Uttar Pradesh,95.56,94.4,79.19,B.Sc in Physics,Science,On-Time,Yes,4,58.55,7.826275988237106,0,2024
11681,21,Tier 2,West Bengal,86.82,79.54,95.58,B.Tech in Computer Science,Engineering,On-Time,No,0,60.25,8.550712912785968,1,2022
11682,19,Tier 3,Gujarat,89.89,83.94,96.33,BBA,Management,On-Time,Yes,1,54.98,9.60884144760894,0,2022
11683,21,Tier 3,Karnataka,59.92,51.05,60.35,B.Tech in Mechanical,Engineering,On-Time,No,0,49.71,7.738546955543536,0,2021
11684,22,Tier 3,Gujarat,79.24,81.78,44.49,B.Tech in Electronics,Engineering,Delayed,No,3,56.4,7.220047130039837,0,2021
11685,20,Tier 3,Tamil Nadu,73.97,71.04,60.65,BBA,Management,Delayed,No,0,63.6,7.970619501614935,1,2023
11686,19,Tier 2,Telangana,62.79,60.61,68.17,BBA,Management,On-Time,No,2,53.4,7.495039923742901,0,2023
11687,20,Tier 3,Gujarat,92.43,89.36,97.43,B.Tech in Mechanical,Engineering,On-Time,Yes,4,58.54,9.2190063798068,0,2022
11688,19,Tier 2,Uttar Pradesh,94.8,95.44,47.42,B.Sc in Physics,Science,Delayed,No,2,62.6,7.02921361895574,1,2021
11689,22,Tier 3,Maharashtra,72.03,64.87,69.72,B.Sc in Physics,Science,On-Time,No,1,63.76,8.0244699160846,0,2024
11690,18,Tier 2,Telangana,74.59,70.87,87.96,B.Sc in Physics,Science,On-Time,No,5,57.14,8.874313961143036,0,2024
11691,18,Tier 3,Gujarat,61.04,60.04,95.76,B.Sc in Physics,Science,On-Time,No,4,62.46,9.388557146864713,1,2021
11692,18,Tier 2,West Bengal,76.49,80.47,66.08,B.Tech in Mechanical,Engineering,Defaulted,No,0,63.5,8.244611868653003,1,2022
11693,20,Tier 1,West Bengal,84.7,77.6,61.51,B.Sc in Physics,Science,On-Time,No,3,52.39,7.972844327538328,0,2023
11694,19,Tier 1,Delhi,77.99,78.23,72.3,B.Com,Commerce,On-Time,Yes,1,63.69,8.133927954574053,1,2024
11695,18,Tier 1,Gujarat,55.11,50.0,80.62,B.Com,Commerce,On-Time,No,3,55.48,8.851200159890688,1,2022
11696,21,Tier 2,Maharashtra,75.42,74.85,95.11,B.Com,Commerce,Defaulted,No,0,56.9,9.809263417500702,1,2021
11697,20,Tier 3,Andhra Pradesh,81.44,78.91,43.82,B.Sc in Physics,Science,On-Time,No,0,50.15,6.727397599741973,1,2021
11698,18,Tier 3,Gujarat,95.85,89.41,74.21,B.Tech in Computer Science,Engineering,On-Time,No,0,57.21,8.71,1,2022
11699,18,Tier 2,Uttar Pradesh,78.74,83.23,77.8,B.Com,Commerce,On-Time,Yes,5,52.27,8.401997539090818,0,2023
11700,19,Tier 1,Rajasthan,79.18,78.13,68.75,B.Tech in Mechanical,Engineering,On-Time,No,3,55.17,7.840679047194246,0,2021
11701,19,Tier 1,Telangana,88.13,82.19,55.33,B.Tech in Mechanical,Engineering,On-Time,No,0,62.03,7.580884912481504,0,2023
11702,21,Tier 3,Maharashtra,79.92,70.74,52.43,BBA,Management,On-Time,Yes,4,57.0,6.5572180934136375,0,2021
11703,18,Tier 1,West Bengal,59.35,60.56,55.41,BBA,Management,Defaulted,No,3,53.69,6.417904908240086,1,2022
11704,20,Tier 2,Gujarat,70.65,67.32,77.22,B.Sc in Physics,Science,On-Time,No,3,55.72,7.976858296099556,0,2023
11705,18,Tier 2,Rajasthan,56.59,57.62,85.2,B.Tech in Electronics,Engineering,Delayed,Yes,1,62.21,8.863406648791377,1,2024
11706,22,Tier 2,Maharashtra,80.58,78.3,65.29,B.Tech in Computer Science,Engineering,On-Time,Yes,2,61.78,8.290015148845029,1,2022
11707,20,Tier 1,Uttar Pradesh,89.26,87.73,47.31,B.Tech in Electronics,Engineering,On-Time,Yes,4,54.49,5.997967691722823,0,2024
11708,20,Tier 1,Uttar Pradesh,92.44,88.01,85.59,BBA,Management,On-Time,Yes,5,56.4,8.40027771601823,0,2024
11709,19,Tier 1,Telangana,76.01,66.97,83.26,B.Tech in Mechanical,Engineering,Delayed,No,3,57.21,8.056148297573825,0,2024
11710,22,Tier 3,Gujarat,85.37,79.08,74.43,B.Tech in Mechanical,Engineering,On-Time,Yes,5,57.82,8.076155920090493,0,2022
11711,20,Tier 2,Tamil Nadu,82.91,74.45,78.12,B.Tech in Mechanical,Engineering,On-Time,Yes,1,59.7,8.91,1,2023
11712,20,Tier 3,Delhi,55.68,54.71,56.49,B.Tech in Computer Science,Engineering,On-Time,Yes,4,56.91,7.379919910345952,1,2021
11713,22,Tier 2,Delhi,75.84,76.94,45.11,B.Tech in Electronics,Engineering,On-Time,Yes,2,51.13,6.359518950654142,0,2024
11714,21,Tier 3,Andhra Pradesh,81.02,83.85,94.49,B.Tech in Electronics,Engineering,On-Time,Yes,2,66.46,9.064230081522156,0,2024
11715,21,Tier 3,Telangana,76.35,71.58,63.29,B.Sc in Physics,Science,On-Time,No,4,53.26,8.026417364366404,1,2022
11716,18,Tier 1,Uttar Pradesh,74.03,75.64,98.15,B.Tech in Computer Science,Engineering,On-Time,No,0,55.04,8.740744614056654,0,2021
11717,21,Tier 3,Maharashtra,62.62,57.84,56.79,B.Tech in Electronics,Engineering,On-Time,Yes,1,57.87,7.568456407971447,1,2023
11718,22,Tier 3,Gujarat,84.2,74.74,59.35,B.Tech in Computer Science,Engineering,On-Time,No,3,54.52,7.354972431860861,0,2021
11719,22,Tier 1,Maharashtra,75.45,71.01,88.98,B.Tech in Mechanical,Engineering,On-Time,Yes,4,61.8,9.040208542208855,0,2023
11720,21,Tier 1,West Bengal,55.59,50.0,84.11,B.Tech in Computer Science,Engineering,On-Time,No,5,51.86,8.499713159800116,1,2022
11721,22,Tier 2,Rajasthan,55.79,60.06,58.43,B.Tech in Computer Science,Engineering,Defaulted,No,1,50.48,7.627474704250972,1,2024
11722,21,Tier 1,Tamil Nadu,60.03,63.61,43.1,B.Com,Commerce,On-Time,No,0,56.32,5.917287500625358,1,2022
11723,18,Tier 3,Telangana,55.5,50.0,84.67,B.Tech in Electronics,Engineering,On-Time,Yes,1,55.16,9.038683257241155,1,2024
11724,22,Tier 2,Rajasthan,97.75,99.0,64.44,B.Sc in Physics,Science,On-Time,No,5,54.55,7.383608541450655,1,2023
11725,22,Tier 3,Gujarat,89.07,82.54,49.63,B.Tech in Computer Science,Engineering,On-Time,Yes,0,61.3,7.399520642520616,0,2023
11726,18,Tier 1,Uttar Pradesh,86.1,89.36,57.27,B.Com,Commerce,Delayed,Yes,5,54.78,7.547225557114646,1,2022
